from,to,weight
1136,9802019,3
1136,9803012,2
1136,9803025,2
1136,9806206,3
1136,9810178,3
9803012,9802019,3
9803025,9802019,1
9803025,9803012,2
9806206,9803012,2
9806206,9803025,3
9810178,9802019,4
9810178,9803012,4
9810178,9803025,2
9810178,9806206,1
1137,9401059,4
1137,9401092,1
1137,9404031,1
1137,9502096,4
1137,9605183,4
1137,9609174,3
1137,9704055,2
1137,9711023,2
1137,9711057,4
1137,9711110,3
1137,9801042,3
1137,9801133,2
1137,9802174,1
1137,9803007,2
1137,9811212,1
1137,9904199,2
1137,9910190,1
9502096,9401059,4
9502096,9401092,3
9502096,9402008,4
9605183,9401059,2
9605183,9402008,1
9711023,9401059,4
9711023,9401092,3
9711023,9402008,3
9711023,9404031,3
9711023,9502096,3
9711023,9609174,3
9711057,9401059,1
9711057,9401092,2
9711057,9605183,3
9711057,9609174,4
9711057,9704055,4
9711057,9704056,3
9711057,9711023,1
9711057,9711047,3
9801042,9401059,1
9801042,9401092,2
9801042,9402008,1
9801042,9609174,3
9801042,9704055,2
9801042,9704056,3
9801042,9711023,3
9801042,9711057,4
9801042,9711110,2
9801042,9712006,2
9803007,9401059,2
9803007,9401092,3
9803007,9402008,1
9803007,9605183,2
9803007,9609174,1
9803007,9711023,3
9803007,9711057,3
9803007,9711110,4
9803007,9801042,2
9803007,9801133,4
9803007,9802174,3
1138,9509140,2
1138,9607060,2
1138,9611074,4
1138,9611075,1
1138,9711200,1
1138,9802109,1
1138,9802150,2
1138,9803171,4
1138,9804058,3
1138,9806074,3
1138,9807033,3
1138,9807097,2
1138,9807098,1
1138,9808006,2
1138,9808041,3
1138,9808162,2
1138,9809179,1
1138,9811047,4
1138,9811060,1
1138,9811155,1
1138,9811172,2
1138,9903094,1
1138,9903196,1
1138,9903230,4
1138,9905020,1
1138,9905049,3
1138,9905085,2
1138,9906030,2
1138,9906051,3
1138,9907085,2
1138,9908160,1
1138,9910011,1
1138,9910016,3
1138,9910197,4
1138,9912210,2
9509140,9307010,1
9509140,9907085,1
9509140,9912210,1
9607060,9511154,1
9611074,9509140,1
9611074,9607060,3
9611075,9509140,1
9611075,9511154,1
9611075,9603136,2
9611075,9607060,1
9803171,9509140,3
9803171,9607060,2
9803171,9611074,2
9803171,9611075,1
9803171,9711161,4
9803171,9711200,4
9803171,9802109,4
9803171,9802150,4
9803171,9803131,4
9803171,9803135,1
9803171,9803137,1
9804058,9307010,3
9804058,9602135,1
9804058,9702076,1
9804058,9702103,2
9804058,9703040,2
9804058,9708005,1
9804058,9711161,2
9804058,9711200,2
9804058,9802042,1
9804058,9802109,3
9804058,9802150,2
9804058,9802183,1
9804058,9803001,4
9804058,9803002,2
9804058,9803051,3
9804058,9803053,1
9804058,9803068,1
9804058,9803076,3
9804058,9803077,1
9804058,9803109,1
9804058,9803131,1
9804058,9803135,4
9804058,9803137,4
9804058,9803171,3
9804058,9803214,1
9804058,9803231,3
9804058,9803263,4
9807033,9408074,2
9807033,9509140,2
9807033,9510017,4
9807033,9511080,3
9807033,9602052,1
9807033,9602135,2
9807033,9608024,3
9807033,9608125,1
9807033,9701093,4
9807033,9704145,3
9807033,9708005,1
9807033,9711200,4
9807033,9802109,3
9807033,9802150,4
9807033,9802183,1
9807033,9803015,4
9807033,9803076,3
9807033,9803171,1
9807033,9803214,4
9807033,9803249,4
9807033,9804058,1
9807033,9804123,4
9807033,9805112,3
9807033,9805156,1
9807033,9806074,4
9807097,9607060,2
9807097,9702076,4
9807097,9708005,3
9807097,9711002,1
9807097,9711200,4
9807097,9802109,4
9807097,9802150,1
9807097,9804058,2
9807097,9804083,4
9807097,9805140,4
9807097,9806074,4
9807097,9807033,4
9808006,9711200,3
9808006,9802109,2
9808006,9802150,4
9808006,9804058,4
9808006,9804083,1
9808006,9806074,4
9808006,9807097,1
9808006,9807098,4
9808041,9307010,1
9808041,9411149,3
9808041,9509140,4
9808041,9511154,2
9808041,9605009,4
9808041,9607060,3
9808041,9608125,3
9808041,9611074,2
9808041,9708042,4
9809179,9711200,2
9809179,9802109,2
9809179,9802150,3
9809179,9804058,1
9809179,9806074,2
9809179,9807097,2
9809179,9807098,1
9809179,9808006,2
9811047,9509140,3
9811047,9607060,4
9811047,9611074,4
9811047,9611075,3
9811047,9701093,4
9811047,9702076,1
9811047,9711200,3
9811047,9802109,3
9811047,9802150,4
9811047,9802183,2
9811047,9803015,2
9811047,9803109,2
9811047,9803131,2
9811047,9803171,3
9811047,9804058,2
9811047,9806042,1
9811047,9806074,3
9811047,9807033,2
9811047,9807080,1
9811047,9807098,4
9811047,9808061,2
9811047,9808162,1
9811047,9810063,2
9811047,9811155,3
9811060,9408074,2
9811060,9508143,1
9811060,9509140,4
9811060,9510017,2
9811060,9510135,1
9811060,9511080,1
9811060,9602052,2
9811060,9602135,3
9811060,9608125,3
9811060,9701093,3
9811060,9711200,4
9811060,9802109,3
9811060,9802150,1
9811060,9803171,2
9811060,9804058,1
9811060,9806074,4
9811060,9806194,1
9811060,9807033,2
9811060,9807098,4
9811060,9808006,3
9811060,9808020,4
9811060,9808038,3
9811060,9808061,2
9811060,9808088,2
9811060,9808157,4
9811060,9810154,4
9811060,9811047,2
9811155,9811047,2
9811172,9611074,2
9811172,9611075,4
9811172,9711200,4
9811172,9802109,2
9811172,9802150,4
9811172,9803171,3
9811172,9806074,4
9811172,9807097,3
9811172,9807098,3
9811172,9808006,4
9811172,9808162,4
9811172,9809179,3
9811172,9811155,1
9903094,9409089,3
9903094,9611075,4
9903094,9708005,3
9903094,9708042,2
9903094,9711200,2
9903094,9802109,4
9903094,9802150,2
9903094,9804058,4
9903094,9806074,1
9903094,9807097,2
9903094,9807098,2
9903094,9808006,1
9903094,9811155,2
9903094,9811172,3
9903196,9307010,3
9903196,9605009,3
9903196,9708042,1
9903196,9711200,4
9903196,9802109,3
9903196,9802150,3
9903196,9804083,4
9903196,9806074,3
9903196,9807033,2
9903196,9807097,4
9903196,9807098,1
9903196,9808006,2
9903196,9809179,1
9903196,9810226,4
9903196,9811047,4
9903196,9901128,4
9903230,9509140,3
9903230,9511154,2
9903230,9603002,3
9903230,9607060,2
9903230,9608125,1
9903230,9611075,3
9903230,9704108,1
9903230,9711200,4
9903230,9712074,1
9903230,9802109,3
9903230,9802150,2
9903230,9808041,3
9903230,9811047,2
9903230,9901128,3
9905020,9509140,3
9905020,9607060,4
9905020,9608125,4
9905020,9611074,1
9905020,9611075,2
9905020,9708042,1
9905020,9711200,3
9905020,9802109,2
9905020,9802150,3
9905020,9803171,1
9905020,9804058,3
9905020,9806074,4
9905020,9807033,3
9905020,9807098,4
9905020,9808162,3
9905020,9810063,1
9905020,9811047,2
9905020,9811155,4
9905020,9811172,2
9905020,9901128,4
9905020,9903196,3
9905020,9903230,3
9905049,9711200,4
9905049,9802109,1
9905049,9802150,1
9905049,9803051,3
9905049,9803053,2
9905049,9804058,3
9905049,9808006,3
9905049,9809179,4
9905049,9903196,1
9905085,9509140,1
9905085,9607060,1
9905085,9611074,2
9905085,9611075,3
9905085,9708005,3
9905085,9711200,3
9905085,9802109,3
9905085,9802150,1
9905085,9803171,2
9905085,9804058,1
9905085,9806074,2
9905085,9807033,1
9905085,9807098,3
9905085,9808162,4
9905085,9811047,4
9905085,9811060,2
9905085,9811155,2
9905085,9811172,1
9905085,9905020,3
9906030,9307010,1
9906030,9409089,1
9906030,9509140,3
9906030,9605009,1
9906030,9607060,4
9906030,9611074,2
9906030,9611075,2
9906030,9708005,3
9906030,9708042,3
9906030,9711200,4
9906030,9802109,3
9906030,9802150,2
9906030,9803171,2
9906030,9804058,2
9906030,9805114,1
9906030,9806074,2
9906030,9806087,4
9906030,9807098,4
9906030,9808041,4
9906030,9808162,4
9906030,9811047,4
9906030,9903094,3
9906030,9903230,3
9906030,9905020,1
9906030,9905085,4
9906051,9711200,1
9906051,9802109,3
9906051,9802150,3
9906051,9807033,3
9906051,9807097,4
9906051,9807098,3
9906051,9808006,1
9906051,9811155,4
9906051,9811172,1
9906051,9903196,2
9907085,9711200,2
9907085,9802109,3
9907085,9802150,2
9907085,9804058,1
9907085,9806074,2
9907085,9807097,4
9907085,9807098,4
9907085,9808006,2
9907085,9808162,1
9907085,9809179,2
9907085,9901121,2
9907085,9903196,3
9907085,9905049,1
9907085,9906051,2
9907085,9907047,1
9908160,9711200,3
9908160,9802109,4
9908160,9802150,2
9908160,9804058,4
9908160,9806074,3
9908160,9807098,2
9908160,9811047,1
9908160,9811120,4
9908160,9902153,2
9908160,9905020,1
9908160,9905085,2
9908160,9905104,4
9908160,9905111,4
9908160,9906030,2
9908160,9907085,2
9910011,9509140,4
9910011,9607060,3
9910011,9611074,4
9910011,9611075,4
9910011,9711200,4
9910011,9802109,1
9910011,9802150,3
9910011,9803171,2
9910011,9804058,4
9910011,9807033,2
9910011,9807097,4
9910011,9807098,4
9910011,9808162,4
9910011,9810063,3
9910011,9811047,1
9910011,9811155,4
9910011,9811172,2
9910011,9901128,3
9910011,9903094,2
9910011,9903196,2
9910011,9905020,4
9910011,9905085,3
9910011,9906030,1
9910011,9906051,1
9910011,9908160,1
9910016,9509140,3
9910016,9607060,1
9910016,9611074,2
9910016,9711200,4
9910016,9804058,4
9910016,9806074,4
9910016,9807033,1
9910016,9807098,2
9910016,9808157,2
9910016,9808162,3
9910016,9811047,2
9910016,9811172,3
9910016,9901128,2
9910016,9905020,3
9910016,9905085,1
9910016,9905111,3
9910016,9906051,2
9910016,9908160,2
9910197,9708005,2
9910197,9708042,2
9910197,9711200,1
9910197,9802109,2
9910197,9802150,3
9910197,9806074,2
9910197,9807098,3
9910197,9905085,3
9910197,9906030,2
9910197,9908160,1
9910197,9910011,4
9910197,9910016,4
9912210,9711200,1
9912210,9802109,1
9912210,9802150,1
9912210,9804058,3
9912210,9806074,3
9912210,9807097,3
9912210,9807098,4
9912210,9808006,2
9912210,9808162,3
9912210,9809179,2
9912210,9901121,1
9912210,9903196,2
9912210,9905049,2
9912210,9905075,1
9912210,9906051,3
9912210,9907085,3
9912210,9908160,2
9912210,9911238,2
1140,9303048,2
1140,9704058,2
1140,9709050,4
1140,9905223,4
1140,9911148,2
1140,9912023,2
9704058,9412184,2
9704058,9510017,1
9709050,9704058,1
9911148,9905223,2
9912023,9701125,4
9912023,9905223,3
9912023,9906164,2
9912023,9911148,1
1141,9812193,1
1141,9903205,2
1141,9908040,1
9812193,9811237,3
1142,9407087,3
1142,9411048,1
1142,9411057,2
1142,9504102,3
1142,9505075,3
1142,9507008,2
1142,9509176,4
1142,9601115,2
1142,9604147,3
1142,9605096,3
1142,9605149,3
1142,9607089,2
1142,9610204,4
1142,9703147,3
1142,9704214,1
1142,9705057,1
1142,9705120,3
1142,9706007,4
1142,9706013,2
1142,9706078,4
1142,9706079,1
1142,9706099,4
1142,9710142,3
1142,9801121,3
1142,9803154,2
1142,9803176,4
1142,9804010,2
1142,9806043,2
1142,9807059,1
1142,9810040,4
1142,9810152,2
1142,9810239,3
1142,9811017,3
1142,9902188,4
1142,9906145,3
1142,9908054,4
1142,9909020,2
1142,9909183,2
1142,9911221,2
9504102,9407087,3
9504102,9408099,2
9504102,9411048,2
9504102,9411057,4
9504102,9503163,3
9504102,9503179,1
9507008,9407087,4
9507008,9408099,2
9507008,9411048,2
9507008,9411057,4
9507008,9503163,4
9507008,9504102,3
9507008,9505062,2
9507008,9505075,4
9507008,9505100,1
9509176,9407087,4
9509176,9408099,4
9509176,9411048,1
9509176,9411057,1
9509176,9411149,4
9509176,9503163,3
9509176,9504102,2
9509176,9505035,4
9509176,9505062,1
9509176,9505075,3
9509176,9505100,4
9509176,9507008,4
9509176,9509161,1
9605096,9407087,4
9605096,9408099,2
9605096,9411149,2
9605096,9603042,4
9605096,9603136,2
9607089,9408099,3
9607089,9601115,1
9607089,9605149,2
9610204,9407087,1
9610204,9505150,4
9610204,9603136,4
9610204,9605096,1
9703147,9407087,4
9703147,9601115,4
9703147,9604147,4
9703147,9605149,4
9703147,9607089,4
9703147,9608084,1
9704214,9407087,2
9704214,9601115,3
9704214,9604147,3
9704214,9605149,2
9704214,9607089,1
9704214,9608084,3
9704214,9703147,2
9705057,9407087,1
9705057,9408099,3
9705057,9601115,2
9705057,9607089,4
9705057,9607163,1
9705057,9610043,2
9705057,9612231,1
9705120,9510017,1
9705120,9510135,2
9705120,9511080,1
9705120,9512077,4
9705120,9604035,2
9705120,9608024,3
9705120,9610043,2
9705120,9611042,2
9705120,9611050,1
9705120,9612115,3
9705120,9612222,1
9705120,9701125,1
9705120,9703031,1
9705120,9703038,2
9705120,9704018,4
9705120,9704127,3
9705120,9705053,3
9706007,9407087,2
9706007,9408099,4
9706007,9601115,1
9706007,9603136,1
9706007,9604147,1
9706007,9605096,3
9706007,9607089,2
9706007,9612231,2
9706007,9705057,2
9706013,9407087,1
9706013,9601115,1
9706078,9407087,4
9706078,9408099,4
9706078,9511154,4
9706078,9604030,2
9706078,9605096,3
9706078,9611230,2
9706078,9703147,2
9706078,9703166,2
9706078,9704214,2
9706079,9407087,1
9706079,9408099,4
9706079,9505062,1
9706079,9505075,3
9706079,9505100,2
9706079,9511154,4
9706079,9601115,3
9706079,9605096,3
9706079,9610204,3
9706079,9703147,3
9706079,9704214,4
9706079,9705057,2
9706079,9706007,1
9706079,9706013,2
9706079,9706078,4
9706099,9407087,4
9706099,9408099,4
9706099,9411048,2
9706099,9411057,2
9706099,9505035,2
9706099,9509161,4
9706099,9510101,2
9706099,9510204,3
9706099,9512161,3
9706099,9601115,4
9706099,9603136,4
9706099,9605096,1
9706099,9610204,4
9706099,9705057,4
9706099,9706007,1
9706099,9706013,1
9706099,9706079,1
9710142,9407087,1
9710142,9601115,2
9710142,9604147,3
9710142,9605149,4
9710142,9607089,2
9710142,9608084,2
9710142,9703147,2
9710142,9704214,4
9710142,9705057,1
9710142,9706013,3
9710142,9706078,3
9801121,9510135,4
9801121,9601115,2
9801121,9608024,1
9801121,9610043,2
9801121,9611042,3
9801121,9704214,4
9801121,9705057,1
9801121,9706007,2
9801121,9706013,3
9801121,9706072,3
9801121,9706079,2
9801121,9706099,3
9801121,9710046,3
9803154,9407087,2
9803154,9408099,3
9803154,9601115,3
9803154,9604147,1
9803154,9610204,1
9803154,9704214,1
9803154,9706013,2
9803154,9706079,1
9803154,9706099,1
9803154,9710142,1
9803176,9407087,4
9803176,9604147,3
9803176,9605149,4
9803176,9607089,3
9803176,9703147,2
9803176,9704214,4
9803176,9706013,3
9803176,9706078,2
9803176,9710142,1
9806043,9411048,3
9806043,9411057,1
9806043,9503163,2
9806043,9504102,4
9806043,9505062,2
9806043,9505075,4
9806043,9505150,4
9806043,9509176,1
9806043,9610204,4
9807059,9407087,1
9807059,9408099,3
9807059,9505150,1
9807059,9605096,3
9807059,9610204,1
9810040,9703147,4
9810040,9704214,3
9810040,9705057,2
9810040,9710142,1
9810040,9801121,3
9810040,9803176,4
9810040,9804010,1
9810040,9804168,1
9902188,9407087,2
9902188,9408099,4
9902188,9411149,1
9902188,9601115,1
9902188,9603136,4
9902188,9611190,2
9902188,9703147,2
9902188,9706079,3
9902188,9809032,4
9906145,9407087,4
9906145,9408099,2
9906145,9601115,1
9906145,9604147,2
9906145,9610204,1
9906145,9704214,3
9906145,9706013,4
9906145,9706079,3
9906145,9706099,2
9906145,9803154,3
9908054,9407087,2
9908054,9408099,3
9908054,9505150,1
9908054,9703147,1
9908054,9704214,3
9908054,9706078,4
9908054,9706079,4
9908054,9710142,3
9908054,9803176,1
9908054,9808162,2
9908054,9810239,1
9908054,9811172,1
9909020,9607089,1
9909020,9610043,1
9909020,9611042,2
9909020,9705057,4
9909020,9801121,1
9909020,9805018,2
9909020,9806108,4
9909020,9811017,3
9909020,9903049,2
9909183,9407087,4
9909183,9411048,2
9909183,9411057,3
9909183,9503163,1
9909183,9504102,1
9909183,9505075,3
9909183,9505150,1
9909183,9507008,4
9909183,9509176,3
9909183,9703147,2
9909183,9704214,3
9909183,9803176,3
9909183,9806043,4
9909183,9908054,4
1143,9404101,4
1143,9510017,3
1143,9510227,4
1143,9601150,3
1143,9604119,3
1143,9610122,1
1143,9707068,4
1143,9710230,1
1143,9805019,3
1143,9806155,4
1143,9808141,3
1143,9809111,1
1143,9810188,4
1143,9812031,4
1143,9812135,4
1143,9901159,2
1143,9904207,2
1143,9905157,4
1143,9909062,3
1143,9912249,4
1143,9912255,1
1143,9912279,1
9601150,9501068,1
9601150,9503124,2
9601150,9504081,3
9601150,9507048,3
9601150,9508042,1
9601150,9510169,3
9601150,9510209,3
9601150,9510227,3
9601150,9511080,4
1144,9209032,3
1144,9511043,3
1144,9610043,2
1144,9611042,4
1144,9711162,3
1144,9711165,3
1144,9711201,3
1144,9803031,2
1144,9803044,1
1144,9810116,1
1144,9812219,3
1144,9902059,4
1144,9903205,4
1144,9904133,4
1144,9906192,3
1144,9907100,1
1144,9907145,3
1144,9908142,2
1144,9911140,1
1144,9911153,1
9611042,9510017,2
9611042,9510135,4
9611042,9510225,1
9611042,9511030,3
9611042,9511222,4
9611042,9512077,1
9611042,9601038,4
9611042,9602052,1
9611042,9603167,4
9611042,9604055,4
9611042,9604198,4
9611042,9606165,3
9611042,9610043,3
9611042,9610140,4
9711201,9311183,1
9711201,9407087,3
9711201,9408099,4
9711201,9409188,2
9711201,9410167,1
9711201,9411149,3
9711201,9501030,3
9711201,9503124,4
9711201,9503207,3
9711201,9504027,1
9711201,9505054,2
9711201,9506014,1
9711201,9506048,1
9711201,9507050,2
9711201,9510017,4
9711201,9510169,4
9711201,9510173,4
9711201,9510209,2
9711201,9512081,1
9711201,9601038,3
9711201,9602022,2
9711201,9602052,1
9711201,9602114,3
9711201,9603097,1
9711201,9604129,4
9711201,9604178,1
9711201,9605150,4
9711201,9605184,1
9711201,9606044,4
9711201,9606169,2
9711201,9607229,3
9711201,9608053,3
9711201,9611137,3
9711201,9702061,4
9711201,9703059,4
9711201,9703157,1
9711201,9704059,4
9711201,9707148,4
9711201,9707160,1
9711201,9708062,2
9711201,9711104,2
9902059,9704195,2
9902059,9711162,4
9902059,9711200,1
9902059,9802109,2
9902059,9802150,1
9902059,9805069,1
9902059,9805114,4
9902059,9805171,3
9902059,9806024,2
9902059,9806194,4
9902059,9809022,1
9902059,9809188,4
9902059,9812046,3
9904133,9409089,4
9904133,9508143,2
9904133,9608024,1
9904133,9611072,3
9904133,9703078,1
9904133,9710223,3
9904133,9711162,2
9904133,9711165,4
9904133,9711200,4
9904133,9712199,4
9904133,9801202,3
9904133,9802109,1
9904133,9802150,4
9904133,9803031,1
9904133,9803041,3
9904133,9803044,4
9904133,9805069,4
9904133,9805114,3
9904133,9807033,3
9904133,9809022,3
9904133,9809147,3
9904133,9810072,1
9904133,9810116,2
9904133,9812219,1
9904133,9902059,4
9904133,9903146,3
9904133,9903205,2
9907100,9603136,1
9907100,9604055,3
9907100,9610043,4
9907100,9610236,4
9907100,9612115,1
9907100,9701025,3
9907100,9702187,3
9907100,9703030,3
9907100,9704018,2
9907100,9704089,4
9907100,9705046,2
9907100,9705221,1
9907100,9711162,4
9907100,9711165,4
9907100,9711200,2
9907100,9712117,4
9907100,9805114,2
9907100,9808149,1
9907100,9901128,4
9907100,9902059,2
9907100,9903224,1
9907145,9711200,1
9907145,9802068,3
9907145,9802109,1
9907145,9802150,3
9907145,9803015,2
9907145,9806180,3
9907145,9902059,2
9907145,9905111,1
9907145,9907100,3
9911140,9610043,4
9911140,9711162,2
9911140,9711200,3
9911140,9801147,4
9911140,9802042,3
9911140,9802109,4
9911140,9802150,3
9911140,9803031,1
9911140,9803044,1
9911140,9803131,1
9911140,9804058,1
9911140,9810072,4
9911140,9810116,2
9911140,9810179,4
9911140,9810219,3
9911140,9812219,1
9911140,9902004,2
9911140,9903205,4
9911140,9906192,4
9911140,9907166,2
9911140,9908019,3
9911140,9908056,4
9911140,9908105,1
9911140,9908134,1
9911140,9908142,4
9911153,9610043,1
9911153,9612115,1
9911153,9612222,2
9911153,9710231,1
9911153,9711162,3
9911153,9711165,1
9911153,9712072,1
9911153,9810072,1
9911153,9812219,2
9911153,9903205,3
9911153,9907211,4
9911153,9908142,1
9911153,9909139,4
9911153,9909176,1
1145,9409089,2
1145,9601151,3
1145,9712130,2
1145,9803132,2
1145,9905177,3
1145,9906022,3
1145,9911002,3
1145,9911164,1
1145,9912018,2
1145,9912156,2
9601151,9403058,4
9601151,9406132,2
9601151,9407031,3
9601151,9409089,1
9601151,9503114,2
9601151,9508071,2
9803132,9409089,2
9803132,9601151,2
9803132,9711053,2
9905177,9409089,2
9905177,9806039,1
9905177,9902126,1
9906022,9409089,4
9906022,9602135,3
9906022,9708005,1
9906022,9711200,4
9906022,9802109,2
9906022,9802150,2
9906022,9805114,2
9906022,9806039,2
9906022,9902126,2
9906022,9905177,1
9911002,9409089,1
9911002,9711200,2
9911002,9802109,3
9911002,9802150,1
9911002,9805114,1
9911002,9806039,3
9911002,9902126,1
9911002,9905177,4
9911002,9906022,3
9911002,9908070,1
9912156,9702076,2
9912156,9711200,3
9912156,9802109,3
9912156,9802150,4
9912156,9803131,2
9912156,9805112,2
9912156,9805114,1
9912156,9807033,2
9912156,9807080,3
9912156,9807164,1
9912156,9810126,2
9912156,9904017,2
9912156,9905111,3
9912156,9906064,1
9912156,9906182,3
9912156,9912018,1
1146,9812233,3
1146,9906241,2
9906241,9812233,1
1147,9411102,1
9411102,9407087,2
9411102,9408099,2
9411102,9411048,4
9411102,9411057,1
1148,9401149,2
1148,9605001,1
1148,9606001,1
9606001,9602070,4
1149,9405113,1
1149,9503124,1
1149,9507048,1
1149,9510017,2
1149,9510135,2
1149,9512062,2
1149,9606173,4
1149,9610148,4
1149,9610249,2
1149,9611050,3
1149,9611159,1
1149,9611173,4
1149,9701125,3
1149,9701127,1
1149,9905144,3
1149,9906041,4
1149,9908105,1
1149,9908142,2
9507048,9410167,3
9507048,9501068,3
9507048,9503124,3
9512062,9410167,3
9512062,9501068,4
9512062,9503124,2
9512062,9504090,2
9512062,9505105,2
9512062,9507012,2
9512062,9507048,1
9512062,9510017,1
9512062,9510135,2
9512062,9510169,4
9512062,9511080,2
9606173,9410167,1
9606173,9412184,3
9606173,9501030,3
9606173,9503124,1
9606173,9510017,3
9606173,9512062,1
9606173,9512077,4
9606173,9601003,3
9606173,9602022,1
9606173,9604119,2
9610148,9410167,1
9610148,9412184,3
9610148,9501030,3
9610148,9501068,4
9610148,9503124,1
9610148,9507048,3
9610148,9510017,3
9610148,9510135,1
9610148,9510169,4
9610148,9511030,2
9610148,9512062,2
9610148,9512077,1
9610148,9601003,2
9610148,9602022,2
9610148,9602052,4
9610148,9604103,3
9610148,9604119,3
9610148,9605184,4
9610148,9606173,4
9610148,9607201,2
9610148,9607227,2
9610148,9610043,1
9701127,9405113,3
9701127,9501113,2
9701127,9502141,1
9701127,9512062,2
9701127,9604103,2
9701127,9604123,1
9701127,9606173,1
9701127,9607227,4
9701127,9610148,4
9701127,9610249,4
9701127,9611008,3
9701127,9611159,2
9701127,9611173,4
1150,9405113,4
1150,9501113,2
1150,9502141,2
1150,9607227,2
1150,9611008,4
1150,9611173,3
1150,9701127,4
1150,9702008,2
1150,9802032,4
1150,9905144,4
1150,9906041,2
1150,9906142,1
9501113,9405113,3
9501113,9502141,4
9502141,9405113,1
9502141,9501113,3
9607227,9501113,3
9607227,9502141,3
9607227,9510017,1
9607227,9511203,1
9607227,9512062,3
9607227,9604103,2
9611008,9501113,4
9611008,9510017,3
9611008,9512062,3
9611008,9604103,3
9611008,9607227,2
9611008,9610148,4
9611008,9610234,1
9611008,9610249,2
9702008,9512062,4
9702008,9604103,1
9702008,9607227,2
9702008,9610234,2
9702008,9610249,2
9702008,9611008,2
9702008,9611159,2
9702008,9611173,3
9702008,9612080,3
9702008,9701149,4
9702008,9701166,2
9802032,9405113,2
9802032,9501113,2
9802032,9502141,1
9802032,9507048,1
9802032,9510017,3
9802032,9510135,2
9802032,9510169,2
9802032,9512006,4
9802032,9512062,3
9802032,9604103,3
9802032,9606173,2
9802032,9607227,1
9802032,9608177,3
9802032,9610148,4
9802032,9610234,1
9802032,9610249,2
9802032,9611008,2
9802032,9611050,3
9802032,9611159,1
9802032,9611173,2
9802032,9612080,3
9802032,9701127,1
9802032,9701149,2
9802032,9701166,1
9802032,9702008,4
9802032,9705040,1
9802032,9705093,3
9802032,9707061,4
9802032,9708003,1
9802032,9710223,2
9802032,9711203,3
9802032,9801202,3
9906142,9404162,3
9906142,9405113,1
9906142,9412184,1
9906142,9501068,4
9906142,9501113,3
9906142,9502141,2
9906142,9503124,4
9906142,9503205,1
9906142,9510017,1
9906142,9510209,2
9906142,9604103,4
9906142,9607227,1
9906142,9608177,2
9906142,9610148,1
9906142,9610249,1
9906142,9611008,3
9906142,9611159,2
9906142,9611173,1
9906142,9612121,3
9906142,9701127,2
9906142,9701149,3
9906142,9701166,2
9906142,9702008,1
9906142,9702133,3
9906142,9705040,3
9906142,9705093,1
9906142,9705160,3
9906142,9707061,1
9906142,9707246,2
9906142,9708003,2
9906142,9710223,3
9906142,9711161,2
9906142,9711200,1
9906142,9711203,2
9906142,9801202,4
9906142,9802032,4
9906142,9802109,4
9906142,9802150,3
9906142,9802179,1
9906142,9803040,4
9906142,9803041,3
9906142,9803216,3
9906142,9804202,2
9906142,9805028,3
9906142,9806016,4
9906142,9808020,2
9906142,9808038,2
9906142,9808088,1
9906142,9809121,3
9906142,9809145,4
9906142,9809190,2
9906142,9810081,4
9906142,9811022,3
9906142,9811101,3
9906142,9811232,3
9906142,9812051,4
9906142,9904109,2
9906142,9906118,4
1151,9411051,1
1151,9412229,2
1151,9606068,1
1151,9607099,2
1151,9807085,2
9412229,9306002,4
9412229,9407117,2
9607099,9412229,2
9807085,9408074,2
9807085,9609017,2
9807085,9610043,3
9807085,9612115,4
9807085,9701093,1
9807085,9703030,3
9807085,9704098,2
9807085,9704145,3
9807085,9708039,3
9807085,9708119,3
9807085,9711107,1
9807085,9803145,2
9807085,9803265,3
9807085,9807033,3
1152,9911107,2
1156,2113,2
1156,9605048,1
1156,9811043,1
1157,9204012,4
1157,9406132,2
1157,9503114,3
1157,9508071,1
1157,9510209,3
1157,9602070,4
1157,9605136,4
1157,9611213,1
1157,9612128,3
1157,9708049,4
1157,9806124,3
1157,9903212,2
1157,9906064,3
1157,9906126,4
1157,9906246,4
1157,9909172,3
1157,9910164,1
9508071,9406132,4
9508071,9409089,4
9508071,9411149,1
9508071,9503114,4
9508071,9503179,2
9508071,9504090,3
9508071,9505062,4
9508071,9505105,3
9508071,9505162,2
9508071,9507050,1
9611213,9503030,1
9611213,9512006,3
9708049,9204012,1
9708049,9406132,3
9708049,9510209,2
9708049,9511030,4
9708049,9602022,1
9708049,9602045,4
9708049,9602070,1
9708049,9603142,2
9708049,9604030,4
9708049,9605136,4
9708049,9606036,2
9708049,9606122,3
9708049,9607091,3
9708049,9608194,4
9708049,9610162,2
9708049,9612077,1
9708049,9701023,2
9708049,9701165,1
9708049,9704097,2
9708049,9704177,4
9708049,9705037,4
9708049,9705104,4
9708049,9707049,2
9806124,9406132,2
9806124,9508071,4
9806124,9602070,4
9806124,9605136,2
9806124,9708049,1
9806124,9804026,3
9903212,9406132,2
9903212,9602070,4
9903212,9603133,1
9903212,9603142,3
9903212,9605136,3
9903212,9611213,2
9903212,9612128,2
9903212,9708049,1
9903212,9802183,1
9903212,9803235,4
9903212,9805157,2
9903212,9806124,2
9903212,9809124,3
9903212,9810155,1
9903212,9811141,1
9903212,9812093,1
9903212,9901103,3
9906126,9403058,3
9906126,9406132,2
9906126,9503114,3
9906126,9508071,1
9906126,9510209,3
9906126,9602070,2
9906126,9604030,3
9906126,9605136,4
9906126,9806124,2
